name,IoU
0264_2.npy,0.9597091907144565
0026_4.npy,0.9878316523405275
0167_0.npy,0.9811236185280521
0162_2.npy,0.9281240189556456
0176_0.npy,0.9720322946890375
0084_5.npy,0.38149369189654253
0137_7.npy,1.0
0097_3.npy,0.5709304809570312
0084_3.npy,0.4900767021811011
0092_3.npy,0.9763413728252988
0137_6.npy,0.9643308727014367
0234_3.npy,0.7184539619611301
0132_5.npy,1.0
0178_3.npy,0.012224938875305624
0095_3.npy,0.8437614440917969
0176_2.npy,0.9702897754331978
0151_6.npy,0.9613666906484586
0176_7.npy,0.5833118987602243
0251_5.npy,0.898345591557186
0171_7.npy,0.0
0176_5.npy,0.0
0167_5.npy,0.0
0140_3.npy,0.569631889023524
0060_3.npy,0.4913897045673507
0183_4.npy,0.981693511870108
0146_5.npy,1.0
0216_0.npy,0.8833007858564703
0140_6.npy,0.929480857828346
0234_5.npy,0.7719953982353319
0205_4.npy,0.8385543777400284
0216_1.npy,0.8851613985701102
0106_3.npy,0.984179769235368
0171_0.npy,0.9545173618556311
0007_3.npy,1.0
0164_4.npy,0.8802595058490984
0179_5.npy,0.5981195025781013
0164_7.npy,0.7724722454339262
0060_0.npy,0.8910295132896099
0151_2.npy,0.9468730029879618
0162_3.npy,0.5619568573823283
0137_0.npy,0.9497634462151394
0007_0.npy,0.9303271189541952
0216_3.npy,0.9893035874686074
0178_7.npy,1.0
0026_7.npy,0.9856209802064118
0007_1.npy,0.9056254701445504
0105_1.npy,0.961902796184848
0007_4.npy,0.9555843125795747
0234_6.npy,0.7470719679457544
0181_4.npy,0.6913644664753457
0251_0.npy,0.9765456602001835
0170_3.npy,0.3499164316306278
0209_6.npy,0.8581469959844388
0137_4.npy,0.9536549449254874
0209_3.npy,0.9246310920129933
0060_1.npy,0.9134720073348233
0097_5.npy,0.45201873779296875
0260_1.npy,0.12188094081140295
0041_3.npy,0.9620409541754061
0237_6.npy,0.9666079816493656
0140_4.npy,0.9291051951976703
0151_0.npy,0.9617977528089887
0146_1.npy,0.9447197002087473
0162_4.npy,0.9553066600933615
0105_5.npy,0.8674539745968317
0128_3.npy,0.0
0209_2.npy,0.885132879515799
0079_5.npy,0.38256750355281854
0140_0.npy,0.9325177238220717
0095_0.npy,0.96718220728409
0094_3.npy,0.7998123168945312
0170_7.npy,0.5393667617882865
0183_6.npy,0.9663406274902505
0132_6.npy,0.9267201629664295
0041_4.npy,0.9720451809361943
0170_5.npy,0.385912211868563
0179_1.npy,0.9013928495675332
0237_1.npy,0.9640565743095525
0041_6.npy,0.9772498640059017
0146_7.npy,0.07464084946908182
0171_3.npy,0.039605152281208617
0041_1.npy,0.9735529191904023
0151_1.npy,0.9693341236909702
0095_7.npy,0.8820879167032573
0181_6.npy,0.6161116397082144
0164_0.npy,0.9118123386811073
0178_0.npy,0.8806643164170015
0181_5.npy,0.0
0167_1.npy,0.9740725558516089
0140_7.npy,1.0
0095_5.npy,0.6783599853515625
0170_0.npy,0.8794422613145298
0128_6.npy,0.9349504529150708
0237_0.npy,0.9583307474754639
0183_3.npy,0.9659911306647321
0094_4.npy,0.8516692978136945
0181_3.npy,0.0
0264_0.npy,0.9628499782100833
0097_0.npy,0.9964678690018881
0137_3.npy,1.0
0260_6.npy,0.12164497640732137
0205_7.npy,0.8596979426804614
0105_4.npy,0.9384403353623522
0041_7.npy,0.8958329189457981
0248_1.npy,0.9942286506272433
0190_0.npy,0.9225404284933885
0084_7.npy,0.3590725962323148
0162_0.npy,0.9571301504578881
0171_2.npy,0.9640858084040815
0106_7.npy,0.9843027624973698
0007_2.npy,0.9017245240761478
0237_5.npy,0.8247141476769466
0181_0.npy,0.6265963989821638
0178_5.npy,0.4195097295931261
0178_1.npy,0.8676214527046505
0105_2.npy,0.9404778003155285
0007_6.npy,0.9463373532044868
0105_6.npy,0.9393302316323738
0216_4.npy,0.9028999175821841
0248_0.npy,0.99461140929087
0260_4.npy,0.17174536551241693
0012_1.npy,0.531185345708795
0137_2.npy,0.9709929105095014
0167_2.npy,0.978219929583231
0106_2.npy,0.9825329749602689
0094_1.npy,0.8563418962999951
0094_2.npy,0.8361365211017281
0264_6.npy,0.9433863832889067
0092_5.npy,0.9324791304609883
0170_4.npy,0.9461700799571976
0106_0.npy,0.9872042779727375
0132_0.npy,0.9102704613752872
0097_1.npy,0.9951186175925022
0128_2.npy,0.9264351775844142
0209_0.npy,0.8984357980044443
0181_2.npy,0.5942187362298404
0097_2.npy,0.9975854779060302
0237_4.npy,0.9696733431912892
0260_0.npy,0.1534225358172353
0234_4.npy,0.6765324677276348
0178_2.npy,0.9203869407496977
0060_5.npy,0.5230677652439384
0179_4.npy,0.9257615644979316
0251_3.npy,0.8856408817116086
0106_4.npy,0.9881229864750508
0176_6.npy,0.9617296928715515
0095_4.npy,0.9817205294884829
0205_2.npy,0.8738749795450826
0146_3.npy,1.0
0094_0.npy,0.8524589273886181
0164_5.npy,1.0
0162_5.npy,0.0
0264_4.npy,0.9531522779748831
0183_7.npy,0.33754209144090525
0146_4.npy,0.9456243530094304
0176_4.npy,0.9748446800191163
0209_4.npy,0.8584383970281984
0094_6.npy,0.8716236676356589
0128_1.npy,0.8903396144526022
0132_7.npy,0.0
0167_4.npy,0.9736309599089414
0146_0.npy,0.945110521217306
0216_5.npy,0.9820284504289282
0234_2.npy,0.6924713365957775
0205_0.npy,0.7628504143834065
0095_2.npy,0.9910613689615634
0181_7.npy,0.01135168657481058
0106_5.npy,0.9917693259454516
0012_6.npy,0.5502128353825846
0095_1.npy,0.9735060347365322
0041_2.npy,0.9764792083446533
0181_1.npy,0.6091782909389286
0079_6.npy,0.7255652950700687
0260_7.npy,0.4637536724465695
0060_7.npy,0.5095283579307854
0095_6.npy,0.9914885558140794
0248_4.npy,0.994329773985851
0237_7.npy,0.8220075113151222
0209_5.npy,0.9562604759352801
0170_6.npy,0.8883177057630093
0092_2.npy,0.9422534943665808
0097_7.npy,0.469207763671875
0132_4.npy,0.8853602922996621
0079_1.npy,0.8138004654988362
0248_2.npy,0.991507791601206
0097_4.npy,0.9981021466829741
0094_7.npy,0.668548583984375
0151_4.npy,0.9584980629780471
0140_1.npy,0.9128336730433928
0026_6.npy,0.987755686906681
0079_0.npy,0.8010008527058338
0234_1.npy,0.6036815664992116
0248_3.npy,0.9886018510737908
0106_1.npy,0.9824921535681451
0106_6.npy,0.9894195610815245
0264_1.npy,0.9503118458559865
0209_7.npy,0.9698489695798186
0260_5.npy,0.3855259078225027
0007_5.npy,1.0
0248_7.npy,0.9064783841316866
0171_5.npy,0.1688868589987567
0128_4.npy,0.8948766387795974
0251_6.npy,0.9669654146263089
0260_2.npy,0.10137089790127324
0060_2.npy,0.8876113928765867
0162_6.npy,0.9103578275789846
0190_7.npy,0.8275901021042128
0205_5.npy,0.7464423725694658
0190_6.npy,0.9246832404753939
0190_5.npy,0.7882088746126951
0251_7.npy,0.8971253409282904
0137_1.npy,0.943990693990694
0128_7.npy,0.0
0179_0.npy,0.9168479632679063
0094_5.npy,0.8433380126953125
0079_3.npy,0.3054023176105761
0178_6.npy,0.7818810136874915
0176_1.npy,0.9742466447201823
0084_1.npy,0.7835499971221128
0164_3.npy,0.0
0237_3.npy,0.6976775517395044
0041_5.npy,0.713924211366481
0140_2.npy,0.9067513221277786
0179_2.npy,0.9638895812562313
0079_4.npy,0.7933373112252187
0140_5.npy,1.0
0167_3.npy,0.06691825236525992
0012_2.npy,0.5449921181690799
0171_1.npy,0.9543222003929273
0183_0.npy,0.9579222224600303
0178_4.npy,0.9369579527213516
0026_0.npy,0.9860160787887856
0026_1.npy,0.9875840662183135
0060_4.npy,0.9084163730784218
0190_4.npy,0.9300887177770338
0179_3.npy,0.8273596912591863
