name,IoU
0003_0.npy,0.9703478021664322
0003_1.npy,0.9520942435740642
0003_2.npy,0.974182568533107
0003_3.npy,0.9840621948242188
0003_4.npy,0.9788073103345281
0003_5.npy,0.9820137023925781
0003_6.npy,0.9560699639310243
0003_7.npy,0.970672607421875
0009_0.npy,0.7155887541758943
0009_1.npy,0.7460871523477086
0009_2.npy,0.7284812377734305
0009_3.npy,1.0
0009_4.npy,0.7233483877743935
0009_5.npy,1.0
0009_6.npy,0.8292455345241269
0009_7.npy,1.0
0013_0.npy,0.0013066878660782002
0013_1.npy,0.9409992042934295
0013_2.npy,0.0014126577538741713
0013_3.npy,0.9428992984111371
0013_4.npy,0.0010309177131299643
0013_5.npy,0.9480633964481827
0013_6.npy,0.0012370818006656157
0013_7.npy,0.8483129476041641
0014_0.npy,0.9511193382310407
0014_1.npy,0.9593467432110668
0014_2.npy,0.9684706215589428
0014_3.npy,1.0
0014_4.npy,0.9382750391637263
0014_5.npy,1.0
0014_6.npy,0.9374664303362338
0014_7.npy,0.8542292490118577
0025_0.npy,0.9774414908985842
0025_1.npy,0.9717024025172665
0025_2.npy,0.982236936589643
0025_3.npy,0.9885340334223061
0025_4.npy,0.9757596298370222
0025_5.npy,0.9910899663583776
0025_6.npy,0.9736771503253946
0025_7.npy,0.9924355251738436
0031_0.npy,0.9780892363292508
0031_1.npy,0.9725375225394683
0031_2.npy,0.9759801823534752
0031_3.npy,0.0
0031_4.npy,0.9762267773448529
0031_5.npy,0.9893362437992316
0031_6.npy,0.9786363851815738
0031_7.npy,0.9849993852207057
0046_0.npy,0.9866526465749708
0046_1.npy,0.9835543047031298
0046_2.npy,0.9888561334734879
0046_3.npy,0.9431624562958586
0046_4.npy,0.9828820728011456
0046_5.npy,0.8921303628201617
0046_6.npy,0.9863931904778551
0046_7.npy,0.9131981075643048
0047_0.npy,0.9788736629580308
0047_1.npy,0.9734815423319814
0047_2.npy,0.9715819764822697
0047_3.npy,0.9427815108939116
0047_4.npy,0.9761706555671176
0047_5.npy,0.9552744085272667
0047_6.npy,0.972207579750977
0047_7.npy,0.935938873821996
0050_0.npy,0.981937800070428
0050_1.npy,0.98324876147301
0050_2.npy,0.9824502082388356
0050_3.npy,0.9445588374514816
0050_4.npy,0.9794267263150299
0050_5.npy,0.9572850093034544
0050_6.npy,0.9806075572422058
